Spot_Name,District,Category,Year,Month,Season,Festival,Total_Visitors
Karimnagar Deer Park,Karimnagar,leisure,2025,September,Monsoon,Vinayaka Chavithi,4572
Karimnagar Deer Park,Karimnagar,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",9186
Karimnagar Deer Park,Karimnagar,leisure,2025,November,Winter,Diwali,10807
Karimnagar Deer Park,Karimnagar,leisure,2025,December,Winter,Christmas,11585
Ujwala Park,Karimnagar,leisure,2024,January,Winter,"Bhogi, Sankranti",10717
Ujwala Park,Karimnagar,leisure,2024,February,Winter,Maha Shivaratri,9243
Ujwala Park,Karimnagar,leisure,2024,March,Summer,Holi,5818
Ujwala Park,Karimnagar,leisure,2024,April,Summer,"Ugadi, Sri Rama Navami",6442
Ujwala Park,Karimnagar,leisure,2024,May,Summer,Buddha Purnima,4943
Ujwala Park,Karimnagar,leisure,2024,June,Monsoon,None,3674
Ujwala Park,Karimnagar,leisure,2024,July,Monsoon,Bonalu,3358
Ujwala Park,Karimnagar,leisure,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4233
Ujwala Park,Karimnagar,leisure,2024,September,Monsoon,Vinayaka Chavithi,4094
Ujwala Park,Karimnagar,leisure,2024,October,Post-Monsoon,"Bathukamma, Dussehra",8201
Ujwala Park,Karimnagar,leisure,2024,November,Winter,Diwali,9640
Ujwala Park,Karimnagar,leisure,2024,December,Winter,Christmas,11490
Ujwala Park,Karimnagar,leisure,2025,January,Winter,"Bhogi, Sankranti",12354
Ujwala Park,Karimnagar,leisure,2025,February,Winter,Maha Shivaratri,10486
Ujwala Park,Karimnagar,leisure,2025,March,Summer,Holi,5711
Ujwala Park,Karimnagar,leisure,2025,April,Summer,"Ugadi, Sri Rama Navami",6363
Ujwala Park,Karimnagar,leisure,2025,May,Summer,Buddha Purnima,5381
Ujwala Park,Karimnagar,leisure,2025,June,Monsoon,None,3813
Ujwala Park,Karimnagar,leisure,2025,July,Monsoon,Bonalu,3539
Ujwala Park,Karimnagar,leisure,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4334
Ujwala Park,Karimnagar,leisure,2025,September,Monsoon,Vinayaka Chavithi,4663
Ujwala Park,Karimnagar,leisure,2025,October,Post-Monsoon,"Bathukamma, Dussehra",9820
Ujwala Park,Karimnagar,leisure,2025,November,Winter,Diwali,9624
Ujwala Park,Karimnagar,leisure,2025,December,Winter,Christmas,11617
lower maneru dam,Karimnagar,nature,2024,January,Winter,"Bhogi, Sankranti",12569
lower maneru dam,Karimnagar,nature,2024,February,Winter,Maha Shivaratri,11429
lower maneru dam,Karimnagar,nature,2024,March,Summer,Holi,6772
lower maneru dam,Karimnagar,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6998
lower maneru dam,Karimnagar,nature,2024,May,Summer,Buddha Purnima,5386
lower maneru dam,Karimnagar,nature,2024,June,Monsoon,None,3618
lower maneru dam,Karimnagar,nature,2024,July,Monsoon,Bonalu,4044
lower maneru dam,Karimnagar,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5040
lower maneru dam,Karimnagar,nature,2024,September,Monsoon,Vinayaka Chavithi,5295
lower maneru dam,Karimnagar,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10479
lower maneru dam,Karimnagar,nature,2024,November,Winter,Diwali,11686
lower maneru dam,Karimnagar,nature,2024,December,Winter,Christmas,12629
lower maneru dam,Karimnagar,nature,2025,January,Winter,"Bhogi, Sankranti",13104
lower maneru dam,Karimnagar,nature,2025,February,Winter,Maha Shivaratri,11763
lower maneru dam,Karimnagar,nature,2025,March,Summer,Holi,7658
lower maneru dam,Karimnagar,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",6998
lower maneru dam,Karimnagar,nature,2025,May,Summer,Buddha Purnima,6548
lower maneru dam,Karimnagar,nature,2025,June,Monsoon,None,4250
lower maneru dam,Karimnagar,nature,2025,July,Monsoon,Bonalu,4750
lower maneru dam,Karimnagar,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",4819
lower maneru dam,Karimnagar,nature,2025,September,Monsoon,Vinayaka Chavithi,5503
lower maneru dam,Karimnagar,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10527
lower maneru dam,Karimnagar,nature,2025,November,Winter,Diwali,11481
lower maneru dam,Karimnagar,nature,2025,December,Winter,Christmas,13531
Nagunur Fort and Temples,Karimnagar,religious,2024,January,Winter,"Bhogi, Sankranti",19665
Nagunur Fort and Temples,Karimnagar,religious,2024,February,Winter,Maha Shivaratri,15750
Nagunur Fort and Temples,Karimnagar,religious,2024,March,Summer,Holi,9082
Nagunur Fort and Temples,Karimnagar,religious,2024,April,Summer,"Ugadi, Sri Rama Navami",10153
Nagunur Fort and Temples,Karimnagar,religious,2024,May,Summer,Buddha Purnima,8378
Nagunur Fort and Temples,Karimnagar,religious,2024,June,Monsoon,None,6164
Nagunur Fort and Temples,Karimnagar,religious,2024,July,Monsoon,Bonalu,6481
Nagunur Fort and Temples,Karimnagar,religious,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",7179
Nagunur Fort and Temples,Karimnagar,religious,2024,September,Monsoon,Vinayaka Chavithi,8114
Nagunur Fort and Temples,Karimnagar,religious,2024,October,Post-Monsoon,"Bathukamma, Dussehra",15350
Nagunur Fort and Temples,Karimnagar,religious,2024,November,Winter,Diwali,16863
Nagunur Fort and Temples,Karimnagar,religious,2024,December,Winter,Christmas,17092
Nagunur Fort and Temples,Karimnagar,religious,2025,January,Winter,"Bhogi, Sankranti",19952
Nagunur Fort and Temples,Karimnagar,religious,2025,February,Winter,Maha Shivaratri,17462
Nagunur Fort and Temples,Karimnagar,religious,2025,March,Summer,Holi,11112
Nagunur Fort and Temples,Karimnagar,religious,2025,April,Summer,"Ugadi, Sri Rama Navami",11271
Nagunur Fort and Temples,Karimnagar,religious,2025,May,Summer,Buddha Purnima,8552
Nagunur Fort and Temples,Karimnagar,religious,2025,June,Monsoon,None,6536
Nagunur Fort and Temples,Karimnagar,religious,2025,July,Monsoon,Bonalu,6907
Nagunur Fort and Temples,Karimnagar,religious,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",8370
Nagunur Fort and Temples,Karimnagar,religious,2025,September,Monsoon,Vinayaka Chavithi,8375
Nagunur Fort and Temples,Karimnagar,religious,2025,October,Post-Monsoon,"Bathukamma, Dussehra",17018
Nagunur Fort and Temples,Karimnagar,religious,2025,November,Winter,Diwali,18588
Nagunur Fort and Temples,Karimnagar,religious,2025,December,Winter,Christmas,20467
Molangur Fort,Karimnagar,heritage,2024,January,Winter,"Bhogi, Sankranti",15746
Molangur Fort,Karimnagar,heritage,2024,February,Winter,Maha Shivaratri,12151
Molangur Fort,Karimnagar,heritage,2024,March,Summer,Holi,7636
Molangur Fort,Karimnagar,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",7763
Molangur Fort,Karimnagar,heritage,2024,May,Summer,Buddha Purnima,6788
Molangur Fort,Karimnagar,heritage,2024,June,Monsoon,None,5042
Molangur Fort,Karimnagar,heritage,2024,July,Monsoon,Bonalu,4752
Molangur Fort,Karimnagar,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5019
Molangur Fort,Karimnagar,heritage,2024,September,Monsoon,Vinayaka Chavithi,5757
Molangur Fort,Karimnagar,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",12566
Molangur Fort,Karimnagar,heritage,2024,November,Winter,Diwali,13950
Molangur Fort,Karimnagar,heritage,2024,December,Winter,Christmas,15032
Molangur Fort,Karimnagar,heritage,2025,January,Winter,"Bhogi, Sankranti",15781
Molangur Fort,Karimnagar,heritage,2025,February,Winter,Maha Shivaratri,13161
Molangur Fort,Karimnagar,heritage,2025,March,Summer,Holi,8610
Molangur Fort,Karimnagar,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8357
Molangur Fort,Karimnagar,heritage,2025,May,Summer,Buddha Purnima,7980
Molangur Fort,Karimnagar,heritage,2025,June,Monsoon,None,5276
Molangur Fort,Karimnagar,heritage,2025,July,Monsoon,Bonalu,5137
Molangur Fort,Karimnagar,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5968
Molangur Fort,Karimnagar,heritage,2025,September,Monsoon,Vinayaka Chavithi,6319
Molangur Fort,Karimnagar,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12823
Molangur Fort,Karimnagar,heritage,2025,November,Winter,Diwali,15491
Molangur Fort,Karimnagar,heritage,2025,December,Winter,Christmas,16043
Amudalu Gutta,Khammam,nature,2024,January,Winter,"Bhogi, Sankranti",12264
Amudalu Gutta,Khammam,nature,2024,February,Winter,Maha Shivaratri,12240
Amudalu Gutta,Khammam,nature,2024,March,Summer,Holi,6692
Amudalu Gutta,Khammam,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",7203
Amudalu Gutta,Khammam,nature,2024,May,Summer,Buddha Purnima,5548
Amudalu Gutta,Khammam,nature,2024,June,Monsoon,None,4154
Amudalu Gutta,Khammam,nature,2024,July,Monsoon,Bonalu,4273
Amudalu Gutta,Khammam,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4433
Amudalu Gutta,Khammam,nature,2024,September,Monsoon,Vinayaka Chavithi,5558
Amudalu Gutta,Khammam,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10989
Amudalu Gutta,Khammam,nature,2024,November,Winter,Diwali,11437
Amudalu Gutta,Khammam,nature,2024,December,Winter,Christmas,11945
Amudalu Gutta,Khammam,nature,2025,January,Winter,"Bhogi, Sankranti",13987
Amudalu Gutta,Khammam,nature,2025,February,Winter,Maha Shivaratri,12130
Amudalu Gutta,Khammam,nature,2025,March,Summer,Holi,7338
Amudalu Gutta,Khammam,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7563
Amudalu Gutta,Khammam,nature,2025,May,Summer,Buddha Purnima,6336
Amudalu Gutta,Khammam,nature,2025,June,Monsoon,None,4725
Amudalu Gutta,Khammam,nature,2025,July,Monsoon,Bonalu,4673
Amudalu Gutta,Khammam,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5010
Amudalu Gutta,Khammam,nature,2025,September,Monsoon,Vinayaka Chavithi,5824
Amudalu Gutta,Khammam,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12063
Amudalu Gutta,Khammam,nature,2025,November,Winter,Diwali,14589
Amudalu Gutta,Khammam,nature,2025,December,Winter,Christmas,12886
Jalari Gutta,Khammam,nature,2024,January,Winter,"Bhogi, Sankranti",12884
Jalari Gutta,Khammam,nature,2024,February,Winter,Maha Shivaratri,10018
Jalari Gutta,Khammam,nature,2024,March,Summer,Holi,6861
Jalari Gutta,Khammam,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6746
Jalari Gutta,Khammam,nature,2024,May,Summer,Buddha Purnima,6273
Jalari Gutta,Khammam,nature,2024,June,Monsoon,None,3922
Jalari Gutta,Khammam,nature,2024,July,Monsoon,Bonalu,3852
Jalari Gutta,Khammam,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4781
Jalari Gutta,Khammam,nature,2024,September,Monsoon,Vinayaka Chavithi,4550
Jalari Gutta,Khammam,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10710
Jalari Gutta,Khammam,nature,2024,November,Winter,Diwali,10464
Jalari Gutta,Khammam,nature,2024,December,Winter,Christmas,12659
Jalari Gutta,Khammam,nature,2025,January,Winter,"Bhogi, Sankranti",12320
Jalari Gutta,Khammam,nature,2025,February,Winter,Maha Shivaratri,11884
Jalari Gutta,Khammam,nature,2025,March,Summer,Holi,7802
Jalari Gutta,Khammam,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7626
Jalari Gutta,Khammam,nature,2025,May,Summer,Buddha Purnima,5913
Jalari Gutta,Khammam,nature,2025,June,Monsoon,None,4400
Jalari Gutta,Khammam,nature,2025,July,Monsoon,Bonalu,4548
Jalari Gutta,Khammam,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5413
Jalari Gutta,Khammam,nature,2025,September,Monsoon,Vinayaka Chavithi,5080
Jalari Gutta,Khammam,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11479
Jalari Gutta,Khammam,nature,2025,November,Winter,Diwali,10898
Jalari Gutta,Khammam,nature,2025,December,Winter,Christmas,13223
Kattaleru Check Dam,Khammam,nature,2024,January,Winter,"Bhogi, Sankranti",12419
Kattaleru Check Dam,Khammam,nature,2024,February,Winter,Maha Shivaratri,11537
Kattaleru Check Dam,Khammam,nature,2024,March,Summer,Holi,6683
Kattaleru Check Dam,Khammam,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6449
Kattaleru Check Dam,Khammam,nature,2024,May,Summer,Buddha Purnima,5440
Kattaleru Check Dam,Khammam,nature,2024,June,Monsoon,None,4121
Kattaleru Check Dam,Khammam,nature,2024,July,Monsoon,Bonalu,4191
Kattaleru Check Dam,Khammam,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4754
Kattaleru Check Dam,Khammam,nature,2024,September,Monsoon,Vinayaka Chavithi,4928
Kattaleru Check Dam,Khammam,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10682
Kattaleru Check Dam,Khammam,nature,2024,November,Winter,Diwali,11367
Kattaleru Check Dam,Khammam,nature,2024,December,Winter,Christmas,12586
Kattaleru Check Dam,Khammam,nature,2025,January,Winter,"Bhogi, Sankranti",15240
Kattaleru Check Dam,Khammam,nature,2025,February,Winter,Maha Shivaratri,11218
Kattaleru Check Dam,Khammam,nature,2025,March,Summer,Holi,6542
Kattaleru Check Dam,Khammam,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7784
Kattaleru Check Dam,Khammam,nature,2025,May,Summer,Buddha Purnima,5970
Kattaleru Check Dam,Khammam,nature,2025,June,Monsoon,None,4336
Kattaleru Check Dam,Khammam,nature,2025,July,Monsoon,Bonalu,4367
Kattaleru Check Dam,Khammam,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5219
Kattaleru Check Dam,Khammam,nature,2025,September,Monsoon,Vinayaka Chavithi,5889
Kattaleru Check Dam,Khammam,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",11595
Kattaleru Check Dam,Khammam,nature,2025,November,Winter,Diwali,13146
Kattaleru Check Dam,Khammam,nature,2025,December,Winter,Christmas,12686
Khammam Fort,Khammam,heritage,2024,January,Winter,"Bhogi, Sankranti",14246
Khammam Fort,Khammam,heritage,2024,February,Winter,Maha Shivaratri,11394
Khammam Fort,Khammam,heritage,2024,March,Summer,Holi,7607
Khammam Fort,Khammam,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",8631
Khammam Fort,Khammam,heritage,2024,May,Summer,Buddha Purnima,6971
Khammam Fort,Khammam,heritage,2024,June,Monsoon,None,4791
Khammam Fort,Khammam,heritage,2024,July,Monsoon,Bonalu,4991
Khammam Fort,Khammam,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5614
Khammam Fort,Khammam,heritage,2024,September,Monsoon,Vinayaka Chavithi,6057
Khammam Fort,Khammam,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",12727
Khammam Fort,Khammam,heritage,2024,November,Winter,Diwali,12737
Khammam Fort,Khammam,heritage,2024,December,Winter,Christmas,15236
Khammam Fort,Khammam,heritage,2025,January,Winter,"Bhogi, Sankranti",17087
Khammam Fort,Khammam,heritage,2025,February,Winter,Maha Shivaratri,14044
Khammam Fort,Khammam,heritage,2025,March,Summer,Holi,8862
Khammam Fort,Khammam,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",10147
Khammam Fort,Khammam,heritage,2025,May,Summer,Buddha Purnima,7300
Khammam Fort,Khammam,heritage,2025,June,Monsoon,None,5336
Khammam Fort,Khammam,heritage,2025,July,Monsoon,Bonalu,5197
Khammam Fort,Khammam,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6336
Khammam Fort,Khammam,heritage,2025,September,Monsoon,Vinayaka Chavithi,6624
Khammam Fort,Khammam,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",13367
Khammam Fort,Khammam,heritage,2025,November,Winter,Diwali,14202
Khammam Fort,Khammam,heritage,2025,December,Winter,Christmas,16380
Kondakodima Hill,Khammam,nature,2024,January,Winter,"Bhogi, Sankranti",13660
Kondakodima Hill,Khammam,nature,2024,February,Winter,Maha Shivaratri,11433
Kondakodima Hill,Khammam,nature,2024,March,Summer,Holi,6997
Kondakodima Hill,Khammam,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6854
Kondakodima Hill,Khammam,nature,2024,May,Summer,Buddha Purnima,5937
Kondakodima Hill,Khammam,nature,2024,June,Monsoon,None,4137
Kondakodima Hill,Khammam,nature,2024,July,Monsoon,Bonalu,4007
Kondakodima Hill,Khammam,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4974
Kondakodima Hill,Khammam,nature,2024,September,Monsoon,Vinayaka Chavithi,4799
Kondakodima Hill,Khammam,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",9996
Kondakodima Hill,Khammam,nature,2024,November,Winter,Diwali,11779
Kondakodima Hill,Khammam,nature,2024,December,Winter,Christmas,12829
Kondakodima Hill,Khammam,nature,2025,January,Winter,"Bhogi, Sankranti",12931
Kondakodima Hill,Khammam,nature,2025,February,Winter,Maha Shivaratri,12714
Kondakodima Hill,Khammam,nature,2025,March,Summer,Holi,7416
Kondakodima Hill,Khammam,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7227
Kondakodima Hill,Khammam,nature,2025,May,Summer,Buddha Purnima,5705
Kondakodima Hill,Khammam,nature,2025,June,Monsoon,None,4374
Kondakodima Hill,Khammam,nature,2025,July,Monsoon,Bonalu,4443
Kondakodima Hill,Khammam,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5318
Kondakodima Hill,Khammam,nature,2025,September,Monsoon,Vinayaka Chavithi,5354
Kondakodima Hill,Khammam,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10029
Kondakodima Hill,Khammam,nature,2025,November,Winter,Diwali,12358
Kondakodima Hill,Khammam,nature,2025,December,Winter,Christmas,13444
Lakaram Lake,Khammam,nature,2024,January,Winter,"Bhogi, Sankranti",13133
Lakaram Lake,Khammam,nature,2024,February,Winter,Maha Shivaratri,10792
Lakaram Lake,Khammam,nature,2024,March,Summer,Holi,7236
Lakaram Lake,Khammam,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6273
Lakaram Lake,Khammam,nature,2024,May,Summer,Buddha Purnima,6097
Lakaram Lake,Khammam,nature,2024,June,Monsoon,None,4034
Lakaram Lake,Khammam,nature,2024,July,Monsoon,Bonalu,4388
Lakaram Lake,Khammam,nature,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",4916
Lakaram Lake,Khammam,nature,2024,September,Monsoon,Vinayaka Chavithi,5337
Lakaram Lake,Khammam,nature,2024,October,Post-Monsoon,"Bathukamma, Dussehra",10123
Lakaram Lake,Khammam,nature,2024,November,Winter,Diwali,11028
Lakaram Lake,Khammam,nature,2024,December,Winter,Christmas,13539
Lakaram Lake,Khammam,nature,2025,January,Winter,"Bhogi, Sankranti",13670
Lakaram Lake,Khammam,nature,2025,February,Winter,Maha Shivaratri,12211
Lakaram Lake,Khammam,nature,2025,March,Summer,Holi,7655
Lakaram Lake,Khammam,nature,2025,April,Summer,"Ugadi, Sri Rama Navami",7104
Lakaram Lake,Khammam,nature,2025,May,Summer,Buddha Purnima,6364
Lakaram Lake,Khammam,nature,2025,June,Monsoon,None,4276
Lakaram Lake,Khammam,nature,2025,July,Monsoon,Bonalu,4514
Lakaram Lake,Khammam,nature,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",5307
Lakaram Lake,Khammam,nature,2025,September,Monsoon,Vinayaka Chavithi,5044
Lakaram Lake,Khammam,nature,2025,October,Post-Monsoon,"Bathukamma, Dussehra",10714
Lakaram Lake,Khammam,nature,2025,November,Winter,Diwali,13454
Lakaram Lake,Khammam,nature,2025,December,Winter,Christmas,14257
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,January,Winter,"Bhogi, Sankranti",15069
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,February,Winter,Maha Shivaratri,13441
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,March,Summer,Holi,7811
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,April,Summer,"Ugadi, Sri Rama Navami",8795
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,May,Summer,Buddha Purnima,6727
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,June,Monsoon,None,4901
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,July,Monsoon,Bonalu,5283
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,August,Monsoon,"Independence Day, Krishna Janmashtami",5588
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,September,Monsoon,Vinayaka Chavithi,6463
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,October,Post-Monsoon,"Bathukamma, Dussehra",11320
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,November,Winter,Diwali,14986
Nelakondapalli Buddhist Stupa,Khammam,heritage,2024,December,Winter,Christmas,14732
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,January,Winter,"Bhogi, Sankranti",16128
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,February,Winter,Maha Shivaratri,12986
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,March,Summer,Holi,8367
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,April,Summer,"Ugadi, Sri Rama Navami",8433
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,May,Summer,Buddha Purnima,7116
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,June,Monsoon,None,5197
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,July,Monsoon,Bonalu,5655
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,August,Monsoon,"Independence Day, Krishna Janmashtami",6344
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,September,Monsoon,Vinayaka Chavithi,6575
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,October,Post-Monsoon,"Bathukamma, Dussehra",12513
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,November,Winter,Diwali,14306
Nelakondapalli Buddhist Stupa,Khammam,heritage,2025,December,Winter,Christmas,17670
Pandavula Gutta,Khammam,nature,2024,January,Winter,"Bhogi, Sankranti",12262
Pandavula Gutta,Khammam,nature,2024,February,Winter,Maha Shivaratri,12109
Pandavula Gutta,Khammam,nature,2024,March,Summer,Holi,6595
Pandavula Gutta,Khammam,nature,2024,April,Summer,"Ugadi, Sri Rama Navami",6937
Pandavula Gutta,Khammam,nature,2024,May,Summer,Buddha Purnima,6028
Pandavula Gutta,Khammam,nature,2024,June,Monsoon,None,4339
Pandavula Gutta,Khammam,nature,2024,July,Monsoon,Bonalu,4184
